Date,Time,lux,temp,humid,presentase_lux,lux_score,lux_category,temp_score,temp_category,humid_score,humid_category,quality_score,quality_category
12/07/2024,17:40:04,369.17,21,69.9,0.36917,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,17:35:04,552.5,21.4,68.2,0.5525,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,17:30:05,804.17,21.6,67.1,0.80417,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,17:25:04,1083.33,22,64.1,1.08333,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,17:20:03,1376.67,22.5,62.8,1.37667,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,17:15:03,1637.5,23,60.6,1.6375,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,17:10:05,2017.5,23.6,59.8,2.0175,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,17:05:10,2660,24.1,58.8,2.66,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,17:00:03,4010,24.6,57.3,4.01,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,16:55:04,4291.67,24.9,56.3,4.29167,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,16:50:04,4535,25.5,55.3,4.535,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:45:04,5525,25.8,53.8,5.525,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:40:04,5304.17,26.4,53,5.30417,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:35:04,5371.67,27.2,50.2,5.37167,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:30:03,5797.5,27.4,50.1,5.7975,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:25:03,6715,27.3,50.4,6.715,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:20:15,6754.17,27.3,50.2,6.75417,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:15:04,7561.67,27.4,50.1,7.56167,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:10:05,8215.83,27.6,50.9,8.21583,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:05:05,7278.33,27.1,51.8,7.27833,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,16:00:03,8638.33,26.4,54.3,8.63833,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,15:55:05,9812.5,25.8,54.3,9.8125,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,15:50:03,5669.17,26,53.2,5.66917,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,15:45:04,7037.5,26.4,52.3,7.0375,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,15:40:03,6050.83,26.9,51.1,6.05083,1,Buruk,4,Optimal,3,Normal (Aman),2.9,Cukup
12/07/2024,15:35:03,6938.33,27.4,49.5,6.93833,1,Buruk,4,Optimal,2,Kurang Optimal (Kering),2.4,Cukup
12/07/2024,15:30:07,7522.5,28.7,46,7.5225,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,15:25:03,7738.33,30.2,43.4,7.73833,1,Buruk,1,Berpotensi Merusak,2,Kurang Optimal (Kering),1.5,Kurang
12/07/2024,15:20:04,17315.83,30.8,43.2,17.31583,1,Buruk,1,Berpotensi Merusak,2,Kurang Optimal (Kering),1.5,Kurang
12/07/2024,15:15:05,19605.83,30,44.9,19.60583,1,Buruk,1,Berpotensi Merusak,2,Kurang Optimal (Kering),1.5,Kurang
12/07/2024,15:10:03,10515,29.6,45.3,10.515,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,15:05:03,11367.5,30.1,43.6,11.3675,1,Buruk,1,Berpotensi Merusak,2,Kurang Optimal (Kering),1.5,Kurang
12/07/2024,15:00:05,9246.67,30.5,43.6,9.24667,1,Buruk,1,Berpotensi Merusak,2,Kurang Optimal (Kering),1.5,Kurang
12/07/2024,14:55:03,26225.83,29.1,46.7,26.22583,2,Kurang Baik,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),2,Cukup
12/07/2024,14:50:03,24837.5,28.3,47.6,24.8375,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,14:45:04,10235,28,47.6,10.235,1,Buruk,4,Optimal,2,Kurang Optimal (Kering),2.4,Cukup
12/07/2024,14:40:03,7845.83,28.2,47.6,7.84583,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,14:35:03,6512.5,28,48.1,6.5125,1,Buruk,4,Optimal,2,Kurang Optimal (Kering),2.4,Cukup
12/07/2024,14:30:04,7574.17,28.3,46.4,7.57417,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,14:25:03,7562.5,29.2,44.6,7.5625,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,14:20:03,7845,29.6,43.2,7.845,1,Buruk,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),1.8,Kurang
12/07/2024,14:15:05,8855,30.7,39.7,8.855,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,14:10:05,11505,31,37.3,11.505,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,14:05:04,19829.17,31.8,36.6,19.82917,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,14:00:04,11194.17,32.2,36.8,11.19417,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,13:55:03,13475,32,36.6,13.475,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,13:50:05,15295.83,31.2,37.9,15.29583,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,13:45:06,10998.33,31.6,35.9,10.99833,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,13:40:04,13731.67,33.4,32.7,13.73167,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,13:35:05,14877.5,34.4,30.9,14.8775,1,Buruk,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1,Kurang
12/07/2024,13:30:03,26345.83,35.6,30,26.34583,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,13:25:03,48513.33,36.3,29.1,48.51333,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,13:20:05,49191.66,36.8,28.2,49.19166,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,13:15:03,48873.33,36.7,28.7,48.87333,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,13:10:05,47681.66,36.8,27.8,47.68166,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,13:05:04,51576.66,36.7,28.8,51.57666,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,13:00:04,52590.83,37.3,28.2,52.59083,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:55:03,52375,36.2,29.9,52.375,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:50:05,54612.5,36.4,28.1,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:45:04,52481.66,36.3,28.2,52.48166,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:40:04,54612.5,36.5,30.1,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:35:15,54612.5,35.4,30,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:30:03,42541.66,35.2,29.9,42.54166,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,12:25:03,54612.5,35.3,29.1,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:20:03,54612.5,36.9,27.7,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:15:04,54612.5,37.3,27.4,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:10:03,54612.5,36.3,27.9,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:05:03,54612.5,36.7,27.9,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,12:00:08,54612.5,36.3,28.1,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:55:03,54612.5,35.4,28.2,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:50:03,54612.5,35.9,29.1,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:45:05,54612.5,34.6,29.5,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:40:04,54612.5,35.1,29.6,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:35:03,54612.5,34.6,29.6,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:30:04,54612.5,35.7,29.8,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:25:05,54612.5,34.4,30.3,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:20:03,54612.5,34.8,29.6,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:15:07,54612.5,34.9,30.3,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:10:05,54612.5,34.8,29,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:05:03,54612.5,34.7,29.5,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,11:00:03,54612.5,35.7,28.5,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:55:04,54612.5,35.9,29.6,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:50:03,54612.5,35.5,28.9,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:45:04,54612.5,35.4,27.9,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:40:04,54612.5,37.4,27.3,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:35:04,54612.5,37,27.8,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:30:03,54612.5,37,26.7,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:25:03,54612.5,36.9,26.6,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:20:04,54612.5,36.1,28.9,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:15:03,54612.5,35.6,28.3,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:10:03,54612.5,35.5,29.4,54.6125,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:05:04,52209.16,35.4,29.2,52.20916,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,10:00:25,53055,35.6,28.5,53.055,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,09:55:03,52876.66,35.8,28.9,52.87666,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,09:50:04,51816.66,35.1,30.3,51.81666,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,09:45:05,50905,34.9,30.7,50.905,3,Optimal,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.4,Kurang
12/07/2024,09:40:03,48514.16,34.2,31.9,48.51416,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:35:04,47628.33,33.5,32.1,47.62833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:30:03,45854.16,33.3,33,45.85416,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:25:04,44578.33,32.9,32.9,44.57833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:20:04,41408.33,32.2,33.4,41.40833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:15:05,38628.33,32.5,32.6,38.62833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:10:05,38486.66,32.2,32.1,38.48666,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:05:04,37441.66,31.9,33.4,37.44166,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,09:00:04,35688.33,31.3,36,35.68833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:55:05,33777.5,30.5,36.1,33.7775,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:50:05,30448.33,30.5,37.4,30.44833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:45:04,31718.33,30.6,37.3,31.71833,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:40:03,33235.83,30.8,37.4,33.23583,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:35:10,32470.83,30.7,37.5,32.47083,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:30:03,31625,30.2,39.5,31.625,2,Kurang Baik,1,Berpotensi Merusak,1,Buruk (Sangat Kering),1.2,Kurang
12/07/2024,08:26:03,30416.67,29.6,39.5,30.41667,2,Kurang Baik,2,Kurang Optimal (Terlalu Panas),1,Buruk (Sangat Kering),1.5,Kurang
12/07/2024,08:25:31,30508.33,29.6,39.5,30.50833,2,Kurang Baik,2,Kurang Optimal (Terlalu Panas),1,Buruk (Sangat Kering),1.5,Kurang
12/07/2024,08:20:04,26922.5,28.8,41.3,26.9225,2,Kurang Baik,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),2,Cukup
12/07/2024,08:15:10,25356.67,28.4,41.5,25.35667,2,Kurang Baik,2,Kurang Optimal (Terlalu Panas),2,Kurang Optimal (Kering),2,Cukup
12/07/2024,08:10:04,24946.67,27.9,42.2,24.94667,1,Buruk,4,Optimal,2,Kurang Optimal (Kering),2.4,Cukup
12/07/2024,08:05:04,26109.17,27,45.3,26.10917,2,Kurang Baik,4,Optimal,2,Kurang Optimal (Kering),2.6,Cukup
12/07/2024,08:00:30,23990,26,48.7,23.99,1,Buruk,4,Optimal,2,Kurang Optimal (Kering),2.4,Cukup
12/07/2024,08:00:04,23897.5,25.9,49,23.8975,1,Buruk,4,Optimal,2,Kurang Optimal (Kering),2.4,Cukup
12/07/2024,07:56:09,22055.83,24.8,51.5,22.05583,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,07:50:06,19226.67,23.8,51.5,19.22667,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,07:45:03,18822.5,23.3,53.5,18.8225,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,07:40:12,17734.17,23.1,56.2,17.73417,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,07:35:03,17259.17,22.4,57.3,17.25917,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,07:30:04,15305.83,22.2,59.6,15.30583,1,Buruk,3,Normal (Aman),3,Normal (Aman),2.6,Cukup
12/07/2024,07:25:09,14454.17,21.3,62.1,14.45417,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,07:20:06,13675,20.5,65.1,13.675,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,07:15:08,12257.5,19.7,68,12.2575,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,07:10:04,11038.33,19.1,69.9,11.03833,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,07:05:04,9149.17,18.4,72.7,9.14917,1,Buruk,3,Normal (Aman),4,Optimal,3.1,Baik
12/07/2024,07:00:03,8113.33,17.8,74.4,8.11333,1,Buruk,2,Kurang Optimal (Terlalu Dingin),4,Optimal,2.8,Cukup
12/07/2024,06:55:05,7037.5,17.1,75.8,7.0375,1,Buruk,2,Kurang Optimal (Terlalu Dingin),4,Optimal,2.8,Cukup
12/07/2024,06:50:05,5819.17,16.4,76.9,5.81917,1,Buruk,2,Kurang Optimal (Terlalu Dingin),4,Optimal,2.8,Cukup
12/07/2024,06:45:04,5005,16.1,78.3,5.005,1,Buruk,2,Kurang Optimal (Terlalu Dingin),4,Optimal,2.8,Cukup
12/07/2024,06:40:03,4192.5,15.5,79.5,4.1925,1,Buruk,2,Kurang Optimal (Terlalu Dingin),4,Optimal,2.8,Cukup
12/07/2024,06:35:04,3599.17,15,80.8,3.59917,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,06:30:03,2968.33,14.6,82.3,2.96833,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,06:25:05,2254.17,14.2,83.3,2.25417,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,06:20:03,1493.33,13.9,83.7,1.49333,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,06:15:04,970,13.6,84.1,0.97,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,06:10:03,586.67,13.5,84.2,0.58667,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,06:05:03,306.67,13.5,83.8,0.30667,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,06:00:04,173.33,13.6,83.6,0.17333,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:55:03,100,13.6,84.4,0.1,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:50:03,34.17,13.5,84.2,0.03417,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:45:04,8.33,13.6,83.7,0.00833,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:40:03,1.67,13.7,82.8,0.00167,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:35:04,0.83,13.9,83.3,0.00083,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:30:04,0,13.9,83.1,0,1,Buruk,1,Dingin (Buruk),2,Kurang Optimal (Lembab),1.5,Kurang
12/07/2024,05:25:03,0,14.1,83.1,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,05:20:03,0,14.1,83.6,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,05:15:04,0,14.2,83.4,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,05:10:03,0,14.3,83.9,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,05:05:04,0,14.3,84.2,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,05:00:04,0,14.4,85.2,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:55:03,0,14.3,85.5,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:50:03,0,14.3,85.5,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:45:04,0,14.4,85.4,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:40:04,0,14.4,85.3,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:35:03,0,14.5,84.6,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:30:04,0,14.6,83.7,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:25:03,0,14.8,83.6,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:20:04,0,14.9,84.2,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:15:04,0,15,84.8,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:10:03,0,15,85,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:05:04,0,15.2,84.6,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,04:00:04,0,15.5,84.9,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:55:03,0,15.6,85.4,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:50:05,0,15.6,85.7,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:45:05,0,15.8,85.5,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:40:03,0,15.9,85.7,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:35:04,0,15.9,85.9,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:30:03,0,15.9,85.5,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:25:04,0,16.1,84.2,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:20:04,0,16.1,83.1,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:15:03,0,16.3,82.7,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:10:03,0,16.5,83.1,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:05:04,0,16.5,83.7,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,03:00:04,0,16.5,85,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:55:04,0,16.4,85.6,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:50:11,0,16.3,86.4,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:45:05,0,16.2,87.5,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:40:03,0,16,87.6,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:35:04,0,15.8,87,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:30:04,0,15.7,86.5,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:25:03,0,15.7,85.3,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:20:03,0,15.8,84.3,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:15:04,0,15.8,84.9,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
12/07/2024,02:10:03,0,15.8,85,0,1,Buruk,2,Kurang Optimal (Terlalu Dingin),2,Kurang Optimal (Lembab),1.8,Kurang
